COLUMNS: 
  time
  root_link:T:-X
  root_link:T:-Y
  root_link:T:Z
  root_link:R:-X:rad
  root_link:R:-Y:rad
  root_link:R:Z:rad
  l_hip_1:R:X:rad
  l_hip_2:R:-Z:rad
  l_upper_leg:R:Y:rad
  l_lower_leg:R:X:rad
  l_ankle_1:R:-X:rad
  l_ankle_2:R:-Z:rad
  r_hip_1:R:-X:rad
  r_hip_2:R:-Z:rad
  r_upper_leg:R:-Y:rad
  r_lower_leg:R:-X:rad
  r_ankle_1:R:X:rad
  r_ankle_2:R:-Z:rad
  torso_1:R:X:rad
  torso_2:R:-Z:rad
  chest:R:-Y:rad
  DATA:

1.308000e+00,	2.160094e-02,	4.105637e-03,	5.795405e-01,	-8.715158e-02,	4.161431e-01,	1.616993e-01,	8.526529e-01,	-2.406888e-02,	-1.516146e-01,	-6.998822e-01,	-2.694998e-01,	-2.028298e-02,	7.936768e-01,	2.379037e-02,	1.493766e-01,	-6.832604e-01,	-3.112129e-01,	1.097518e-02,	-4.241574e-01,	-2.107427e-02,	1.478259e-01
1.309000e+00,	2.158323e-02,	4.118139e-03,	5.795405e-01,	-8.716396e-02,	4.161150e-01,	1.616996e-01,	8.526660e-01,	-2.408575e-02,	-1.516112e-01,	-6.998966e-01,	-2.694709e-01,	-2.025609e-02,	7.936787e-01,	2.380574e-02,	1.493741e-01,	-6.832531e-01,	-3.111735e-01,	1.094813e-02,	-4.241316e-01,	-2.109049e-02,	1.478281e-01
1.310000e+00,	2.156526e-02,	4.129991e-03,	5.795406e-01,	-8.717566e-02,	4.160865e-01,	1.616998e-01,	8.526790e-01,	-2.410185e-02,	-1.516081e-01,	-6.999105e-01,	-2.694412e-01,	-2.023061e-02,	7.936811e-01,	2.382041e-02,	1.493717e-01,	-6.832465e-01,	-3.111340e-01,	1.092250e-02,	-4.241052e-01,	-2.110615e-02,	1.478302e-01
1.311000e+00,	2.154821e-02,	4.141637e-03,	5.795407e-01,	-8.718716e-02,	4.160595e-01,	1.617001e-01,	8.526914e-01,	-2.411762e-02,	-1.516049e-01,	-6.999239e-01,	-2.694132e-01,	-2.020557e-02,	7.936831e-01,	2.383477e-02,	1.493693e-01,	-6.832398e-01,	-3.110962e-01,	1.089730e-02,	-4.240802e-01,	-2.112139e-02,	1.478323e-01
1.312000e+00,	2.153047e-02,	4.154174e-03,	5.795408e-01,	-8.719958e-02,	4.160313e-01,	1.617005e-01,	8.527044e-01,	-2.413454e-02,	-1.516015e-01,	-6.999383e-01,	-2.693842e-01,	-2.017860e-02,	7.936850e-01,	2.385018e-02,	1.493667e-01,	-6.832324e-01,	-3.110567e-01,	1.087018e-02,	-4.240544e-01,	-2.113765e-02,	1.478345e-01
1.313000e+00,	2.151250e-02,	4.166037e-03,	5.795409e-01,	-8.721128e-02,	4.160028e-01,	1.617007e-01,	8.527174e-01,	-2.415065e-02,	-1.515984e-01,	-6.999522e-01,	-2.693545e-01,	-2.015309e-02,	7.936874e-01,	2.386486e-02,	1.493644e-01,	-6.832258e-01,	-3.110172e-01,	1.084452e-02,	-4.240280e-01,	-2.115333e-02,	1.478366e-01
1.314000e+00,	2.149545e-02,	4.178657e-03,	5.795410e-01,	-8.722381e-02,	4.159758e-01,	1.617011e-01,	8.527301e-01,	-2.416761e-02,	-1.515949e-01,	-6.999665e-01,	-2.693268e-01,	-2.012593e-02,	7.936888e-01,	2.388030e-02,	1.493617e-01,	-6.832181e-01,	-3.109789e-01,	1.081721e-02,	-4.240032e-01,	-2.116949e-02,	1.478389e-01
1.315000e+00,	2.147771e-02,	4.191514e-03,	5.795411e-01,	-8.723657e-02,	4.159477e-01,	1.617016e-01,	8.527433e-01,	-2.418493e-02,	-1.515914e-01,	-6.999812e-01,	-2.692980e-01,	-2.009827e-02,	7.936905e-01,	2.389607e-02,	1.493591e-01,	-6.832104e-01,	-3.109393e-01,	1.078939e-02,	-4.239774e-01,	-2.118606e-02,	1.478412e-01
1.316000e+00,	2.145974e-02,	4.203483e-03,	5.795411e-01,	-8.724838e-02,	4.159191e-01,	1.617018e-01,	8.527562e-01,	-2.420117e-02,	-1.515882e-01,	-6.999951e-01,	-2.692683e-01,	-2.007254e-02,	7.936928e-01,	2.391086e-02,	1.493567e-01,	-6.832036e-01,	-3.108997e-01,	1.076350e-02,	-4.239510e-01,	-2.120183e-02,	1.478433e-01
1.317000e+00,	2.144269e-02,	4.216137e-03,	5.795412e-01,	-8.726094e-02,	4.158921e-01,	1.617023e-01,	8.527689e-01,	-2.421817e-02,	-1.515847e-01,	-7.000094e-01,	-2.692407e-01,	-2.004531e-02,	7.936942e-01,	2.392634e-02,	1.493540e-01,	-6.831958e-01,	-3.108614e-01,	1.073612e-02,	-4.239262e-01,	-2.121803e-02,	1.478456e-01
1.318000e+00,	2.142495e-02,	4.229005e-03,	5.795413e-01,	-8.727370e-02,	4.158640e-01,	1.617027e-01,	8.527821e-01,	-2.423550e-02,	-1.515811e-01,	-7.000241e-01,	-2.692118e-01,	-2.001762e-02,	7.936958e-01,	2.394212e-02,	1.493514e-01,	-6.831881e-01,	-3.108217e-01,	1.070827e-02,	-4.239004e-01,	-2.123460e-02,	1.478479e-01
1.319000e+00,	2.140798e-02,	4.241955e-03,	5.795414e-01,	-8.728658e-02,	4.158371e-01,	1.617032e-01,	8.527948e-01,	-2.425286e-02,	-1.515775e-01,	-7.000387e-01,	-2.691845e-01,	-1.998975e-02,	7.936969e-01,	2.395792e-02,	1.493487e-01,	-6.831800e-01,	-3.107835e-01,	1.068025e-02,	-4.238758e-01,	-2.125106e-02,	1.478502e-01
1.320000e+00,	2.139027e-02,	4.254919e-03,	5.795415e-01,	-8.729945e-02,	4.158090e-01,	1.617037e-01,	8.528080e-01,	-2.427030e-02,	-1.515740e-01,	-7.000534e-01,	-2.691557e-01,	-1.996185e-02,	7.936985e-01,	2.397380e-02,	1.493460e-01,	-6.831722e-01,	-3.107438e-01,	1.065219e-02,	-4.238500e-01,	-2.126772e-02,	1.478525e-01
1.321000e+00,	2.137231e-02,	4.267893e-03,	5.795416e-01,	-8.731231e-02,	4.157805e-01,	1.617041e-01,	8.528213e-01,	-2.428777e-02,	-1.515704e-01,	-7.000682e-01,	-2.691265e-01,	-1.993393e-02,	7.937002e-01,	2.398970e-02,	1.493433e-01,	-6.831644e-01,	-3.107037e-01,	1.062412e-02,	-4.238239e-01,	-2.128445e-02,	1.478548e-01
1.322000e+00,	2.135527e-02,	4.280877e-03,	5.795417e-01,	-8.732522e-02,	4.157535e-01,	1.617047e-01,	8.528341e-01,	-2.430518e-02,	-1.515668e-01,	-7.000828e-01,	-2.690990e-01,	-1.990598e-02,	7.937013e-01,	2.400555e-02,	1.493406e-01,	-6.831563e-01,	-3.106652e-01,	1.059602e-02,	-4.237991e-01,	-2.130096e-02,	1.478571e-01
1.323000e+00,	2.133754e-02,	4.294824e-03,	5.795417e-01,	-8.733911e-02,	4.157254e-01,	1.617053e-01,	8.528476e-01,	-2.432383e-02,	-1.515629e-01,	-7.000984e-01,	-2.690706e-01,	-1.987596e-02,	7.937023e-01,	2.402252e-02,	1.493377e-01,	-6.831474e-01,	-3.106250e-01,	1.056583e-02,	-4.237735e-01,	-2.131855e-02,	1.478596e-01
1.324000e+00,	2.131957e-02,	4.308119e-03,	5.795418e-01,	-8.735231e-02,	4.156969e-01,	1.617058e-01,	8.528609e-01,	-2.434170e-02,	-1.515592e-01,	-7.001135e-01,	-2.690415e-01,	-1.984734e-02,	7.937037e-01,	2.403878e-02,	1.493349e-01,	-6.831393e-01,	-3.105847e-01,	1.053706e-02,	-4.237474e-01,	-2.133559e-02,	1.478620e-01
1.325000e+00,	2.130252e-02,	4.321210e-03,	5.795419e-01,	-8.736533e-02,	4.156699e-01,	1.617064e-01,	8.528737e-01,	-2.435924e-02,	-1.515556e-01,	-7.001281e-01,	-2.690140e-01,	-1.981916e-02,	7.937048e-01,	2.405474e-02,	1.493322e-01,	-6.831310e-01,	-3.105462e-01,	1.050872e-02,	-4.237227e-01,	-2.135220e-02,	1.478644e-01
1.326000e+00,	2.128479e-02,	4.335191e-03,	5.795420e-01,	-8.737926e-02,	4.156418e-01,	1.617070e-01,	8.528872e-01,	-2.437793e-02,	-1.515517e-01,	-7.001438e-01,	-2.689856e-01,	-1.978906e-02,	7.937057e-01,	2.407175e-02,	1.493292e-01,	-6.831221e-01,	-3.105060e-01,	1.047846e-02,	-4.236971e-01,	-2.136983e-02,	1.478669e-01
1.327000e+00,	2.126782e-02,	4.348506e-03,	5.795421e-01,	-8.739252e-02,	4.156149e-01,	1.617077e-01,	8.529000e-01,	-2.439574e-02,	-1.515479e-01,	-7.001586e-01,	-2.689584e-01,	-1.976039e-02,	7.937065e-01,	2.408795e-02,	1.493264e-01,	-6.831136e-01,	-3.104675e-01,	1.044964e-02,	-4.236725e-01,	-2.138663e-02,	1.478693e-01
1.328000e+00,	2.125012e-02,	4.362560e-03,	5.795422e-01,	-8.740653e-02,	4.155869e-01,	1.617083e-01,	8.529135e-01,	-2.441452e-02,	-1.515440e-01,	-7.001743e-01,	-2.689301e-01,	-1.973013e-02,	7.937074e-01,	2.410503e-02,	1.493234e-01,	-6.831046e-01,	-3.104273e-01,	1.041921e-02,	-4.236469e-01,	-2.140432e-02,	1.478718e-01
1.329000e+00,	2.123216e-02,	4.376861e-03,	5.795423e-01,	-8.742078e-02,	4.155584e-01,	1.617090e-01,	8.529272e-01,	-2.443362e-02,	-1.515400e-01,	-7.001902e-01,	-2.689014e-01,	-1.969934e-02,	7.937082e-01,	2.412241e-02,	1.493204e-01,	-6.830954e-01,	-3.103865e-01,	1.038826e-02,	-4.236210e-01,	-2.142231e-02,	1.478743e-01
1.330000e+00,	2.121512e-02,	4.390282e-03,	5.795423e-01,	-8.743414e-02,	4.155314e-01,	1.617097e-01,	8.529400e-01,	-2.445156e-02,	-1.515362e-01,	-7.002051e-01,	-2.688741e-01,	-1.967044e-02,	7.937090e-01,	2.413873e-02,	1.493176e-01,	-6.830868e-01,	-3.103478e-01,	1.035920e-02,	-4.235964e-01,	-2.143923e-02,	1.478768e-01
1.331000e+00,	2.119739e-02,	4.404371e-03,	5.795424e-01,	-8.744818e-02,	4.155033e-01,	1.617104e-01,	8.529535e-01,	-2.447039e-02,	-1.515322e-01,	-7.002208e-01,	-2.688457e-01,	-1.964010e-02,	7.937098e-01,	2.415585e-02,	1.493146e-01,	-6.830777e-01,	-3.103075e-01,	1.032870e-02,	-4.235707e-01,	-2.145696e-02,	1.478793e-01
1.332000e+00,	2.117943e-02,	4.418684e-03,	5.795425e-01,	-8.746245e-02,	4.154748e-01,	1.617111e-01,	8.529672e-01,	-2.448950e-02,	-1.515282e-01,	-7.002367e-01,	-2.688170e-01,	-1.960928e-02,	7.937106e-01,	2.417324e-02,	1.493116e-01,	-6.830685e-01,	-3.102666e-01,	1.029772e-02,	-4.235448e-01,	-2.147496e-02,	1.478819e-01
1.333000e+00,	2.116239e-02,	4.433078e-03,	5.795426e-01,	-8.747683e-02,	4.154478e-01,	1.617119e-01,	8.529803e-01,	-2.450864e-02,	-1.515241e-01,	-7.002524e-01,	-2.687901e-01,	-1.957827e-02,	7.937108e-01,	2.419065e-02,	1.493085e-01,	-6.830589e-01,	-3.102274e-01,	1.026655e-02,	-4.235203e-01,	-2.149281e-02,	1.478844e-01
1.334000e+00,	2.114466e-02,	4.447487e-03,	5.795427e-01,	-8.749121e-02,	4.154197e-01,	1.617126e-01,	8.529939e-01,	-2.452786e-02,	-1.515200e-01,	-7.002684e-01,	-2.687619e-01,	-1.954723e-02,	7.937114e-01,	2.420812e-02,	1.493054e-01,	-6.830495e-01,	-3.101869e-01,	1.023536e-02,	-4.234948e-01,	-2.151084e-02,	1.478870e-01
1.335000e+00,	2.112769e-02,	4.461912e-03,	5.795428e-01,	-8.750562e-02,	4.153928e-01,	1.617135e-01,	8.530071e-01,	-2.454703e-02,	-1.515159e-01,	-7.002842e-01,	-2.687351e-01,	-1.951616e-02,	7.937115e-01,	2.422555e-02,	1.493023e-01,	-6.830398e-01,	-3.101479e-01,	1.020412e-02,	-4.234704e-01,	-2.152870e-02,	1.478896e-01
1.336000e+00,	2.111000e-02,	4.477301e-03,	5.795429e-01,	-8.752103e-02,	4.153648e-01,	1.617144e-01,	8.530209e-01,	-2.456745e-02,	-1.515115e-01,	-7.003010e-01,	-2.687074e-01,	-1.948300e-02,	7.937115e-01,	2.424411e-02,	1.492990e-01,	-6.830294e-01,	-3.101070e-01,	1.017080e-02,	-4.234451e-01,	-2.154766e-02,	1.478924e-01
1.337000e+00,	2.109204e-02,	4.492040e-03,	5.795429e-01,	-8.753574e-02,	4.153364e-01,	1.617152e-01,	8.530347e-01,	-2.458708e-02,	-1.515073e-01,	-7.003172e-01,	-2.686788e-01,	-1.945125e-02,	7.937119e-01,	2.426197e-02,	1.492959e-01,	-6.830198e-01,	-3.100659e-01,	1.013889e-02,	-4.234193e-01,	-2.156606e-02,	1.478951e-01
1.338000e+00,	2.107501e-02,	4.506575e-03,	5.795430e-01,	-8.755027e-02,	4.153094e-01,	1.617161e-01,	8.530479e-01,	-2.460639e-02,	-1.515031e-01,	-7.003331e-01,	-2.686520e-01,	-1.941994e-02,	7.937120e-01,	2.427952e-02,	1.492928e-01,	-6.830100e-01,	-3.100266e-01,	1.010742e-02,	-4.233948e-01,	-2.158404e-02,	1.478977e-01
1.339000e+00,	2.105728e-02,	4.522000e-03,	5.795431e-01,	-8.756571e-02,	4.152813e-01,	1.617171e-01,	8.530618e-01,	-2.462686e-02,	-1.514987e-01,	-7.003499e-01,	-2.686242e-01,	-1.938670e-02,	7.937119e-01,	2.429812e-02,	1.492894e-01,	-6.829995e-01,	-3.099856e-01,	1.007401e-02,	-4.233694e-01,	-2.160304e-02,	1.479005e-01
1.340000e+00,	2.104032e-02,	4.536758e-03,	5.795432e-01,	-8.758047e-02,	4.152544e-01,	1.617180e-01,	8.530750e-01,	-2.464643e-02,	-1.514944e-01,	-7.003659e-01,	-2.685975e-01,	-1.935489e-02,	7.937118e-01,	2.431592e-02,	1.492863e-01,	-6.829895e-01,	-3.099464e-01,	1.004205e-02,	-4.233451e-01,	-2.162121e-02,	1.479031e-01
1.341000e+00,	2.102263e-02,	4.552257e-03,	5.795433e-01,	-8.759599e-02,	4.152264e-01,	1.617190e-01,	8.530889e-01,	-2.466698e-02,	-1.514900e-01,	-7.003828e-01,	-2.685698e-01,	-1.932150e-02,	7.937117e-01,	2.433460e-02,	1.492829e-01,	-6.829789e-01,	-3.099054e-01,	1.000849e-02,	-4.233198e-01,	-2.164027e-02,	1.479059e-01
1.342000e+00,	2.100468e-02,	4.568002e-03,	5.795434e-01,	-8.761175e-02,	4.151980e-01,	1.617200e-01,	8.531029e-01,	-2.468786e-02,	-1.514854e-01,	-7.003999e-01,	-2.685417e-01,	-1.928757e-02,	7.937115e-01,	2.435357e-02,	1.492795e-01,	-6.829682e-01,	-3.098638e-01,	9.974393e-03,	-4.232942e-01,	-2.165962e-02,	1.479087e-01
1.343000e+00,	2.098764e-02,	4.582866e-03,	5.795435e-01,	-8.762662e-02,	4.151710e-01,	1.617209e-01,	8.531162e-01,	-2.470757e-02,	-1.514811e-01,	-7.004160e-01,	-2.685150e-01,	-1.925553e-02,	7.937113e-01,	2.437149e-02,	1.492763e-01,	-6.829580e-01,	-3.098243e-01,	9.942202e-03,	-4.232697e-01,	-2.167792e-02,	1.479114e-01
1.344000e+00,	2.096992e-02,	4.598399e-03,	5.795435e-01,	-8.764217e-02,	4.151429e-01,	1.617219e-01,	8.531300e-01,	-2.472816e-02,	-1.514767e-01,	-7.004328e-01,	-2.684872e-01,	-1.922206e-02,	7.937111e-01,	2.439020e-02,	1.492730e-01,	-6.829474e-01,	-3.097833e-01,	9.908563e-03,	-4.232444e-01,	-2.169701e-02,	1.479142e-01
1.345000e+00,	2.095296e-02,	4.614163e-03,	5.795436e-01,	-8.765799e-02,	4.151160e-01,	1.617230e-01,	8.531436e-01,	-2.474898e-02,	-1.514721e-01,	-7.004497e-01,	-2.684610e-01,	-1.918807e-02,	7.937104e-01,	2.440911e-02,	1.492695e-01,	-6.829363e-01,	-3.097435e-01,	9.874417e-03,	-4.232203e-01,	-2.171614e-02,	1.479171e-01
1.346000e+00,	2.093527e-02,	4.629992e-03,	5.795437e-01,	-8.767385e-02,	4.150880e-01,	1.617240e-01,	8.531575e-01,	-2.476993e-02,	-1.514675e-01,	-7.004668e-01,	-2.684334e-01,	-1.915396e-02,	7.937100e-01,	2.442815e-02,	1.492661e-01,	-6.829254e-01,	-3.097023e-01,	9.840137e-03,	-4.231950e-01,	-2.173551e-02,	1.479199e-01
1.347000e+00,	2.091732e-02,	4.645845e-03,	5.795438e-01,	-8.768972e-02,	4.150596e-01,	1.617251e-01,	8.531715e-01,	-2.479093e-02,	-1.514629e-01,	-7.004840e-01,	-2.684053e-01,	-1.911979e-02,	7.937097e-01,	2.444724e-02,	1.492626e-01,	-6.829145e-01,	-3.096606e-01,	9.805805e-03,	-4.231693e-01,	-2.175497e-02,	1.479228e-01
1.348000e+00,	2.090029e-02,	4.661715e-03,	5.795439e-01,	-8.770565e-02,	4.150326e-01,	1.617262e-01,	8.531851e-01,	-2.481188e-02,	-1.514582e-01,	-7.005009e-01,	-2.683790e-01,	-1.908558e-02,	7.937088e-01,	2.446627e-02,	1.492592e-01,	-6.829032e-01,	-3.096207e-01,	9.771428e-03,	-4.231451e-01,	-2.177422e-02,	1.479257e-01
1.349000e+00,	2.088258e-02,	4.678548e-03,	5.795440e-01,	-8.772256e-02,	4.150045e-01,	1.617274e-01,	8.531994e-01,	-2.483407e-02,	-1.514533e-01,	-7.005189e-01,	-2.683518e-01,	-1.904928e-02,	7.937078e-01,	2.448643e-02,	1.492555e-01,	-6.828913e-01,	-3.095789e-01,	9.734964e-03,	-4.231200e-01,	-2.179455e-02,	1.479287e-01
1.350000e+00,	2.086562e-02,	4.694739e-03,	5.795441e-01,	-8.773882e-02,	4.149777e-01,	1.617286e-01,	8.532130e-01,	-2.485541e-02,	-1.514485e-01,	-7.005361e-01,	-2.683257e-01,	-1.901437e-02,	7.937068e-01,	2.450580e-02,	1.492519e-01,	-6.828797e-01,	-3.095389e-01,	9.699890e-03,	-4.230960e-01,	-2.181408e-02,	1.479316e-01
1.351000e+00,	2.084793e-02,	4.710708e-03,	5.795441e-01,	-8.775483e-02,	4.149496e-01,	1.617297e-01,	8.532269e-01,	-2.487653e-02,	-1.514439e-01,	-7.005533e-01,	-2.682982e-01,	-1.897995e-02,	7.937062e-01,	2.452500e-02,	1.492485e-01,	-6.828686e-01,	-3.094977e-01,	9.665305e-03,	-4.230707e-01,	-2.183358e-02,	1.479345e-01
1.352000e+00,	2.082999e-02,	4.727577e-03,	5.795442e-01,	-8.777176e-02,	4.149212e-01,	1.617309e-01,	8.532413e-01,	-2.489878e-02,	-1.514390e-01,	-7.005713e-01,	-2.682705e-01,	-1.894358e-02,	7.937053e-01,	2.454521e-02,	1.492448e-01,	-6.828566e-01,	-3.094555e-01,	9.628764e-03,	-4.230452e-01,	-2.185400e-02,	1.479376e-01
1.353000e+00,	2.081296e-02,	4.743780e-03,	5.795443e-01,	-8.778803e-02,	4.148942e-01,	1.617321e-01,	8.532549e-01,	-2.492014e-02,	-1.514342e-01,	-7.005885e-01,	-2.682443e-01,	-1.890864e-02,	7.937042e-01,	2.456461e-02,	1.492412e-01,	-6.828450e-01,	-3.094153e-01,	9.593663e-03,	-4.230211e-01,	-2.187357e-02,	1.479405e-01
1.354000e+00,	2.079524e-02,	4.760723e-03,	5.795444e-01,	-8.780506e-02,	4.148662e-01,	1.617334e-01,	8.532691e-01,	-2.494246e-02,	-1.514292e-01,	-7.006065e-01,	-2.682171e-01,	-1.887210e-02,	7.937031e-01,	2.458488e-02,	1.492375e-01,	-6.828329e-01,	-3.093735e-01,	9.556960e-03,	-4.229959e-01,	-2.189400e-02,	1.479436e-01
1.355000e+00,	2.077829e-02,	4.777920e-03,	5.795445e-01,	-8.782237e-02,	4.148394e-01,	1.617348e-01,	8.532831e-01,	-2.496503e-02,	-1.514241e-01,	-7.006246e-01,	-2.681915e-01,	-1.883501e-02,	7.937013e-01,	2.460537e-02,	1.492337e-01,	-6.828203e-01,	-3.093329e-01,	9.519700e-03,	-4.229721e-01,	-2.191449e-02,	1.479467e-01
1.356000e+00,	2.076060e-02,	4.795188e-03,	5.795446e-01,	-8.783974e-02,	4.148114e-01,	1.617362e-01,	8.532974e-01,	-2.498775e-02,	-1.514190e-01,	-7.006429e-01,	-2.681645e-01,	-1.879776e-02,	7.937000e-01,	2.462600e-02,	1.492299e-01,	-6.828078e-01,	-3.092910e-01,	9.482288e-03,	-4.229471e-01,	-2.193522e-02,	1.479498e-01
1.357000e+00,	2.074366e-02,	4.811522e-03,	5.795447e-01,	-8.785615e-02,	4.147845e-01,	1.617374e-01,	8.533110e-01,	-2.500925e-02,	-1.514142e-01,	-7.006602e-01,	-2.681385e-01,	-1.876254e-02,	7.936987e-01,	2.464553e-02,	1.492263e-01,	-6.827960e-01,	-3.092509e-01,	9.446903e-03,	-4.229231e-01,	-2.195489e-02,	1.479528e-01
1.358000e+00,	2.072597e-02,	4.828507e-03,	5.795447e-01,	-8.787321e-02,	4.147565e-01,	1.617387e-01,	8.533252e-01,	-2.503162e-02,	-1.514092e-01,	-7.006782e-01,	-2.681113e-01,	-1.872591e-02,	7.936975e-01,	2.466585e-02,	1.492225e-01,	-6.827838e-01,	-3.092091e-01,	9.410108e-03,	-4.228980e-01,	-2.197535e-02,	1.479559e-01
1.359000e+00,	2.070803e-02,	4.845710e-03,	5.795448e-01,	-8.789049e-02,	4.147280e-01,	1.617400e-01,	8.533396e-01,	-2.505428e-02,	-1.514041e-01,	-7.006964e-01,	-2.680838e-01,	-1.868881e-02,	7.936963e-01,	2.468643e-02,	1.492188e-01,	-6.827714e-01,	-3.091667e-01,	9.372841e-03,	-4.228725e-01,	-2.199609e-02,	1.479590e-01
1.360000e+00,	2.069101e-02,	4.863962e-03,	5.795449e-01,	-8.790891e-02,	4.147011e-01,	1.617416e-01,	8.533538e-01,	-2.507815e-02,	-1.513986e-01,	-7.007154e-01,	-2.680585e-01,	-1.864942e-02,	7.936939e-01,	2.470809e-02,	1.492147e-01,	-6.827577e-01,	-3.091255e-01,	9.333286e-03,	-4.228488e-01,	-2.201759e-02,	1.479623e-01
1.361000e+00,	2.067330e-02,	4.881578e-03,	5.795450e-01,	-8.792663e-02,	4.146731e-01,	1.617430e-01,	8.533682e-01,	-2.510130e-02,	-1.513934e-01,	-7.007339e-01,	-2.680315e-01,	-1.861142e-02,	7.936922e-01,	2.472911e-02,	1.492108e-01,	-6.827448e-01,	-3.090833e-01,	9.295120e-03,	-4.228238e-01,	-2.203866e-02,	1.479655e-01
1.362000e+00,	2.065635e-02,	4.898995e-03,	5.795451e-01,	-8.794418e-02,	4.146462e-01,	1.617445e-01,	8.533822e-01,	-2.512414e-02,	-1.513882e-01,	-7.007521e-01,	-2.680060e-01,	-1.857385e-02,	7.936903e-01,	2.474984e-02,	1.492069e-01,	-6.827319e-01,	-3.090426e-01,	9.257380e-03,	-4.227999e-01,	-2.205936e-02,	1.479687e-01
1.363000e+00,	2.063867e-02,	4.916337e-03,	5.795452e-01,	-8.796161e-02,	4.146182e-01,	1.617458e-01,	8.533964e-01,	-2.514694e-02,	-1.513831e-01,	-7.007704e-01,	-2.679789e-01,	-1.853644e-02,	7.936888e-01,	2.477054e-02,	1.492031e-01,	-6.827193e-01,	-3.090006e-01,	9.219810e-03,	-4.227749e-01,	-2.208016e-02,	1.479718e-01
1.364000e+00,	2.062173e-02,	4.934633e-03,	5.795453e-01,	-8.798008e-02,	4.145914e-01,	1.617475e-01,	8.534106e-01,	-2.517086e-02,	-1.513776e-01,	-7.007893e-01,	-2.679538e-01,	-1.849696e-02,	7.936863e-01,	2.479225e-02,	1.491990e-01,	-6.827055e-01,	-3.089595e-01,	9.180158e-03,	-4.227512e-01,	-2.210169e-02,	1.479752e-01
1.365000e+00,	2.060405e-02,	4.952263e-03,	5.795453e-01,	-8.799781e-02,	4.145634e-01,	1.617489e-01,	8.534250e-01,	-2.519402e-02,	-1.513723e-01,	-7.008078e-01,	-2.679269e-01,	-1.845893e-02,	7.936846e-01,	2.481327e-02,	1.491951e-01,	-6.826925e-01,	-3.089174e-01,	9.141961e-03,	-4.227263e-01,	-2.212277e-02,	1.479784e-01
1.366000e+00,	2.058612e-02,	4.970648e-03,	5.795454e-01,	-8.801633e-02,	4.145350e-01,	1.617504e-01,	8.534397e-01,	-2.521813e-02,	-1.513668e-01,	-7.008270e-01,	-2.678998e-01,	-1.841926e-02,	7.936826e-01,	2.483515e-02,	1.491910e-01,	-6.826789e-01,	-3.088744e-01,	9.102126e-03,	-4.227010e-01,	-2.214462e-02,	1.479817e-01
1.367000e+00,	2.056910e-02,	4.989288e-03,	5.795455e-01,	-8.803515e-02,	4.145080e-01,	1.617521e-01,	8.534540e-01,	-2.524247e-02,	-1.513612e-01,	-7.008463e-01,	-2.678746e-01,	-1.837903e-02,	7.936799e-01,	2.485724e-02,	1.491868e-01,	-6.826647e-01,	-3.088329e-01,	9.061727e-03,	-4.226773e-01,	-2.216649e-02,	1.479851e-01
1.368000e+00,	2.055139e-02,	5.007031e-03,	5.795456e-01,	-8.805300e-02,	4.144799e-01,	1.617536e-01,	8.534684e-01,	-2.526577e-02,	-1.513559e-01,	-7.008648e-01,	-2.678477e-01,	-1.834075e-02,	7.936781e-01,	2.487839e-02,	1.491828e-01,	-6.826516e-01,	-3.087906e-01,	9.023284e-03,	-4.226523e-01,	-2.218768e-02,	1.479883e-01
1.369000e+00,	2.053445e-02,	5.025460e-03,	5.795457e-01,	-8.807160e-02,	4.144531e-01,	1.617552e-01,	8.534825e-01,	-2.528985e-02,	-1.513503e-01,	-7.008838e-01,	-2.678225e-01,	-1.830098e-02,	7.936754e-01,	2.490024e-02,	1.491787e-01,	-6.826376e-01,	-3.087494e-01,	8.983344e-03,	-4.226286e-01,	-2.220933e-02,	1.479917e-01
1.370000e+00,	2.051677e-02,	5.044103e-03,	5.795458e-01,	-8.809039e-02,	4.144251e-01,	1.617569e-01,	8.534972e-01,	-2.531425e-02,	-1.513447e-01,	-7.009032e-01,	-2.677960e-01,	-1.826075e-02,	7.936731e-01,	2.492239e-02,	1.491745e-01,	-6.826236e-01,	-3.087067e-01,	8.942945e-03,	-4.226038e-01,	-2.223137e-02,	1.479951e-01
1.371000e+00,	2.049983e-02,	5.062827e-03,	5.795459e-01,	-8.810930e-02,	4.143983e-01,	1.617586e-01,	8.535114e-01,	-2.533869e-02,	-1.513391e-01,	-7.009224e-01,	-2.677710e-01,	-1.822033e-02,	7.936702e-01,	2.494456e-02,	1.491703e-01,	-6.826092e-01,	-3.086653e-01,	8.902363e-03,	-4.225802e-01,	-2.225330e-02,	1.479985e-01
1.372000e+00,	2.048216e-02,	5.081567e-03,	5.795459e-01,	-8.812819e-02,	4.143703e-01,	1.617602e-01,	8.535261e-01,	-2.536321e-02,	-1.513334e-01,	-7.009419e-01,	-2.677446e-01,	-1.817989e-02,	7.936678e-01,	2.496681e-02,	1.491661e-01,	-6.825951e-01,	-3.086226e-01,	8.861753e-03,	-4.225554e-01,	-2.227543e-02,	1.480019e-01
1.373000e+00,	2.046523e-02,	5.101293e-03,	5.795460e-01,	-8.814815e-02,	4.143435e-01,	1.617622e-01,	8.535407e-01,	-2.538888e-02,	-1.513274e-01,	-7.009620e-01,	-2.677200e-01,	-1.813730e-02,	7.936643e-01,	2.499009e-02,	1.491617e-01,	-6.825797e-01,	-3.085807e-01,	8.818994e-03,	-4.225320e-01,	-2.229831e-02,	1.480055e-01
