COLUMNS: 
  time
  root_link:T:-X
  root_link:T:-Y
  root_link:T:Z
  root_link:R:-X:rad
  root_link:R:-Y:rad
  root_link:R:Z:rad
  l_hip_1:R:X:rad
  l_hip_2:R:-Z:rad
  l_upper_leg:R:Y:rad
  l_lower_leg:R:X:rad
  l_ankle_1:R:-X:rad
  l_ankle_2:R:-Z:rad
  r_hip_1:R:-X:rad
  r_hip_2:R:-Z:rad
  r_upper_leg:R:-Y:rad
  r_lower_leg:R:-X:rad
  r_ankle_1:R:X:rad
  r_ankle_2:R:-Z:rad
  torso_1:R:X:rad
  torso_2:R:-Z:rad
  chest:R:-Y:rad
  DATA:

9.353000e+00,	2.288575e-01,	-6.237587e-02,	5.807543e-01,	-6.276160e-03,	3.452340e-01,	1.296827e-01,	7.809169e-01,	6.032875e-02,	-1.612833e-01,	-5.535826e-01,	-1.329129e-01,	-1.595269e-01,	7.628079e-01,	-6.304278e-02,	1.600740e-01,	-6.997157e-01,	-2.973220e-01,	1.592948e-01,	-3.433225e-01,	3.754846e-02,	1.220850e-01
9.354000e+00,	2.288358e-01,	-6.256141e-02,	5.807599e-01,	-6.052974e-03,	3.450281e-01,	1.296027e-01,	7.804640e-01,	6.058869e-02,	-1.612940e-01,	-5.530454e-01,	-1.326481e-01,	-1.599066e-01,	7.625736e-01,	-6.328138e-02,	1.600998e-01,	-6.995840e-01,	-2.972436e-01,	1.596893e-01,	-3.430936e-01,	3.771798e-02,	1.220196e-01
9.355000e+00,	2.288141e-01,	-6.274685e-02,	5.807655e-01,	-5.829915e-03,	3.448218e-01,	1.295225e-01,	7.800102e-01,	6.084868e-02,	-1.613046e-01,	-5.525075e-01,	-1.323831e-01,	-1.602859e-01,	7.623385e-01,	-6.352004e-02,	1.601254e-01,	-6.994517e-01,	-2.971650e-01,	1.600835e-01,	-3.428643e-01,	3.788733e-02,	1.219541e-01
9.356000e+00,	2.287924e-01,	-6.293225e-02,	5.807711e-01,	-5.606891e-03,	3.446149e-01,	1.294423e-01,	7.795552e-01,	6.110882e-02,	-1.613148e-01,	-5.519685e-01,	-1.321176e-01,	-1.606651e-01,	7.621024e-01,	-6.375884e-02,	1.601509e-01,	-6.993185e-01,	-2.970860e-01,	1.604776e-01,	-3.426345e-01,	3.805655e-02,	1.218884e-01
9.357000e+00,	2.287718e-01,	-6.311668e-02,	5.807767e-01,	-5.385077e-03,	3.444100e-01,	1.293625e-01,	7.791011e-01,	6.136775e-02,	-1.613246e-01,	-5.514313e-01,	-1.318549e-01,	-1.610422e-01,	7.618659e-01,	-6.399657e-02,	1.601760e-01,	-6.991849e-01,	-2.970089e-01,	1.608695e-01,	-3.424069e-01,	3.822503e-02,	1.218232e-01
9.358000e+00,	2.287504e-01,	-6.330079e-02,	5.807824e-01,	-5.163607e-03,	3.442037e-01,	1.292825e-01,	7.786465e-01,	6.162648e-02,	-1.613342e-01,	-5.508938e-01,	-1.315908e-01,	-1.614187e-01,	7.616290e-01,	-6.423410e-02,	1.602009e-01,	-6.990509e-01,	-2.969302e-01,	1.612608e-01,	-3.421780e-01,	3.839296e-02,	1.217577e-01
9.359000e+00,	2.287289e-01,	-6.348382e-02,	5.807880e-01,	-4.943382e-03,	3.439973e-01,	1.292027e-01,	7.781929e-01,	6.188394e-02,	-1.613434e-01,	-5.503578e-01,	-1.313270e-01,	-1.617928e-01,	7.613922e-01,	-6.447045e-02,	1.602255e-01,	-6.989166e-01,	-2.968509e-01,	1.616497e-01,	-3.419491e-01,	3.855972e-02,	1.216925e-01
9.360000e+00,	2.287082e-01,	-6.366649e-02,	5.807936e-01,	-4.723654e-03,	3.437924e-01,	1.291232e-01,	7.777392e-01,	6.214102e-02,	-1.613523e-01,	-5.498222e-01,	-1.310652e-01,	-1.621661e-01,	7.611547e-01,	-6.470651e-02,	1.602500e-01,	-6.987817e-01,	-2.967731e-01,	1.620378e-01,	-3.417217e-01,	3.872631e-02,	1.216274e-01
9.361000e+00,	2.286869e-01,	-6.384906e-02,	5.807992e-01,	-4.504023e-03,	3.435858e-01,	1.290434e-01,	7.772846e-01,	6.239820e-02,	-1.613610e-01,	-5.492857e-01,	-1.308017e-01,	-1.625392e-01,	7.609165e-01,	-6.494262e-02,	1.602742e-01,	-6.986463e-01,	-2.966938e-01,	1.624257e-01,	-3.414928e-01,	3.889252e-02,	1.215621e-01
9.362000e+00,	2.286663e-01,	-6.403158e-02,	5.808049e-01,	-4.284492e-03,	3.433801e-01,	1.289637e-01,	7.768289e-01,	6.265545e-02,	-1.613693e-01,	-5.487485e-01,	-1.305394e-01,	-1.629121e-01,	7.606772e-01,	-6.517885e-02,	1.602983e-01,	-6.985101e-01,	-2.966157e-01,	1.628134e-01,	-3.412647e-01,	3.905880e-02,	1.214968e-01
9.363000e+00,	2.286450e-01,	-6.421313e-02,	5.808105e-01,	-4.066053e-03,	3.431733e-01,	1.288839e-01,	7.763739e-01,	6.291163e-02,	-1.613774e-01,	-5.482124e-01,	-1.302762e-01,	-1.632829e-01,	7.604380e-01,	-6.541405e-02,	1.603221e-01,	-6.983735e-01,	-2.965360e-01,	1.631990e-01,	-3.410358e-01,	3.922390e-02,	1.214315e-01
9.364000e+00,	2.286245e-01,	-6.439435e-02,	5.808161e-01,	-3.848057e-03,	3.429676e-01,	1.288044e-01,	7.759186e-01,	6.316748e-02,	-1.613851e-01,	-5.476765e-01,	-1.300146e-01,	-1.636530e-01,	7.601980e-01,	-6.564899e-02,	1.603457e-01,	-6.982364e-01,	-2.964575e-01,	1.635839e-01,	-3.408080e-01,	3.938879e-02,	1.213664e-01
9.365000e+00,	2.286042e-01,	-6.457547e-02,	5.808218e-01,	-3.630213e-03,	3.427620e-01,	1.287248e-01,	7.754625e-01,	6.342336e-02,	-1.613926e-01,	-5.471401e-01,	-1.297533e-01,	-1.640229e-01,	7.599571e-01,	-6.588398e-02,	1.603691e-01,	-6.980987e-01,	-2.963793e-01,	1.639686e-01,	-3.405803e-01,	3.955357e-02,	1.213012e-01
9.366000e+00,	2.285829e-01,	-6.475559e-02,	5.808274e-01,	-3.413480e-03,	3.425549e-01,	1.286452e-01,	7.750073e-01,	6.367813e-02,	-1.613997e-01,	-5.466048e-01,	-1.294908e-01,	-1.643906e-01,	7.597165e-01,	-6.611791e-02,	1.603923e-01,	-6.979607e-01,	-2.962991e-01,	1.643511e-01,	-3.403513e-01,	3.971708e-02,	1.212360e-01
9.367000e+00,	2.285624e-01,	-6.493538e-02,	5.808330e-01,	-3.197197e-03,	3.423489e-01,	1.285658e-01,	7.745517e-01,	6.393257e-02,	-1.614065e-01,	-5.460697e-01,	-1.292297e-01,	-1.647575e-01,	7.594751e-01,	-6.635158e-02,	1.604152e-01,	-6.978222e-01,	-2.962200e-01,	1.647328e-01,	-3.401235e-01,	3.988037e-02,	1.211710e-01
9.368000e+00,	2.285421e-01,	-6.511505e-02,	5.808387e-01,	-2.981069e-03,	3.421429e-01,	1.284864e-01,	7.740953e-01,	6.418704e-02,	-1.614131e-01,	-5.455340e-01,	-1.289688e-01,	-1.651242e-01,	7.592329e-01,	-6.658528e-02,	1.604380e-01,	-6.976831e-01,	-2.961412e-01,	1.651143e-01,	-3.398957e-01,	4.004354e-02,	1.211059e-01
9.369000e+00,	2.285219e-01,	-6.529470e-02,	5.808443e-01,	-2.764993e-03,	3.419366e-01,	1.284069e-01,	7.736378e-01,	6.444165e-02,	-1.614193e-01,	-5.449974e-01,	-1.287078e-01,	-1.654908e-01,	7.589897e-01,	-6.681913e-02,	1.604606e-01,	-6.975432e-01,	-2.960622e-01,	1.654957e-01,	-3.396676e-01,	4.020660e-02,	1.210407e-01
9.370000e+00,	2.285007e-01,	-6.547337e-02,	5.808499e-01,	-2.549993e-03,	3.417287e-01,	1.283272e-01,	7.731811e-01,	6.469519e-02,	-1.614253e-01,	-5.444619e-01,	-1.284454e-01,	-1.658553e-01,	7.587467e-01,	-6.705195e-02,	1.604829e-01,	-6.974031e-01,	-2.959812e-01,	1.658749e-01,	-3.394381e-01,	4.036841e-02,	1.209755e-01
9.371000e+00,	2.284801e-01,	-6.565172e-02,	5.808556e-01,	-2.335431e-03,	3.415218e-01,	1.282478e-01,	7.727240e-01,	6.494842e-02,	-1.614310e-01,	-5.439265e-01,	-1.281844e-01,	-1.662191e-01,	7.585029e-01,	-6.728452e-02,	1.605051e-01,	-6.972624e-01,	-2.959012e-01,	1.662535e-01,	-3.392097e-01,	4.053001e-02,	1.209104e-01
9.372000e+00,	2.284598e-01,	-6.582899e-02,	5.808612e-01,	-2.122155e-03,	3.413157e-01,	1.281687e-01,	7.722682e-01,	6.520033e-02,	-1.614363e-01,	-5.433931e-01,	-1.279246e-01,	-1.665806e-01,	7.582593e-01,	-6.751589e-02,	1.605269e-01,	-6.971215e-01,	-2.958216e-01,	1.666297e-01,	-3.389822e-01,	4.069057e-02,	1.208455e-01
9.373000e+00,	2.284396e-01,	-6.600590e-02,	5.808669e-01,	-1.909324e-03,	3.411096e-01,	1.280896e-01,	7.718123e-01,	6.545192e-02,	-1.614413e-01,	-5.428598e-01,	-1.276652e-01,	-1.669413e-01,	7.580153e-01,	-6.774698e-02,	1.605485e-01,	-6.969803e-01,	-2.957419e-01,	1.670051e-01,	-3.387548e-01,	4.085072e-02,	1.207807e-01
9.374000e+00,	2.284194e-01,	-6.618270e-02,	5.808725e-01,	-1.696647e-03,	3.409031e-01,	1.280105e-01,	7.713556e-01,	6.570353e-02,	-1.614461e-01,	-5.423260e-01,	-1.274055e-01,	-1.673017e-01,	7.577705e-01,	-6.797809e-02,	1.605699e-01,	-6.968385e-01,	-2.956621e-01,	1.673803e-01,	-3.385271e-01,	4.101069e-02,	1.207158e-01
9.375000e+00,	2.283991e-01,	-6.635946e-02,	5.808782e-01,	-1.484023e-03,	3.406962e-01,	1.279312e-01,	7.708977e-01,	6.595529e-02,	-1.614507e-01,	-5.417912e-01,	-1.271456e-01,	-1.676620e-01,	7.575248e-01,	-6.820935e-02,	1.605913e-01,	-6.966960e-01,	-2.955820e-01,	1.677553e-01,	-3.382989e-01,	4.117053e-02,	1.206508e-01
9.376000e+00,	2.283789e-01,	-6.653525e-02,	5.808838e-01,	-1.272548e-03,	3.404895e-01,	1.278521e-01,	7.704409e-01,	6.620589e-02,	-1.614549e-01,	-5.412580e-01,	-1.268863e-01,	-1.680202e-01,	7.572791e-01,	-6.843954e-02,	1.606123e-01,	-6.965533e-01,	-2.955017e-01,	1.681283e-01,	-3.380712e-01,	4.132938e-02,	1.205860e-01
9.377000e+00,	2.283597e-01,	-6.671070e-02,	5.808894e-01,	-1.061544e-03,	3.402845e-01,	1.277734e-01,	7.699838e-01,	6.645614e-02,	-1.614588e-01,	-5.407252e-01,	-1.266292e-01,	-1.683777e-01,	7.570328e-01,	-6.866946e-02,	1.606331e-01,	-6.964100e-01,	-2.954233e-01,	1.685004e-01,	-3.378452e-01,	4.148809e-02,	1.205213e-01
9.378000e+00,	2.283398e-01,	-6.688606e-02,	5.808951e-01,	-8.506335e-04,	3.400779e-01,	1.276943e-01,	7.695259e-01,	6.670649e-02,	-1.614624e-01,	-5.401915e-01,	-1.263705e-01,	-1.687349e-01,	7.567858e-01,	-6.889945e-02,	1.606537e-01,	-6.962663e-01,	-2.953433e-01,	1.688724e-01,	-3.376176e-01,	4.164644e-02,	1.204565e-01
9.379000e+00,	2.283197e-01,	-6.706042e-02,	5.809007e-01,	-6.408863e-04,	3.398712e-01,	1.276154e-01,	7.690690e-01,	6.695565e-02,	-1.614658e-01,	-5.396593e-01,	-1.261120e-01,	-1.690901e-01,	7.565389e-01,	-6.912834e-02,	1.606741e-01,	-6.961223e-01,	-2.952627e-01,	1.692422e-01,	-3.373901e-01,	4.180372e-02,	1.203917e-01
9.380000e+00,	2.282996e-01,	-6.723444e-02,	5.809064e-01,	-4.315414e-04,	3.396641e-01,	1.275365e-01,	7.686118e-01,	6.720455e-02,	-1.614688e-01,	-5.391271e-01,	-1.258534e-01,	-1.694445e-01,	7.562916e-01,	-6.935699e-02,	1.606943e-01,	-6.959779e-01,	-2.951818e-01,	1.696113e-01,	-3.371623e-01,	4.196057e-02,	1.203270e-01
9.381000e+00,	2.282804e-01,	-6.740835e-02,	5.809120e-01,	-2.224098e-04,	3.394584e-01,	1.274578e-01,	7.681539e-01,	6.745339e-02,	-1.614716e-01,	-5.385946e-01,	-1.255966e-01,	-1.697985e-01,	7.560433e-01,	-6.958565e-02,	1.607143e-01,	-6.958329e-01,	-2.951026e-01,	1.699800e-01,	-3.369359e-01,	4.211748e-02,	1.202623e-01
9.382000e+00,	2.282605e-01,	-6.758126e-02,	5.809177e-01,	-1.441567e-05,	3.392519e-01,	1.273792e-01,	7.676971e-01,	6.770109e-02,	-1.614741e-01,	-5.380637e-01,	-1.253392e-01,	-1.701505e-01,	7.557953e-01,	-6.981322e-02,	1.607340e-01,	-6.956877e-01,	-2.950219e-01,	1.703467e-01,	-3.367089e-01,	4.227320e-02,	1.201978e-01
9.383000e+00,	2.282404e-01,	-6.775384e-02,	5.809233e-01,	1.931851e-04,	3.390447e-01,	1.273004e-01,	7.672400e-01,	6.794853e-02,	-1.614764e-01,	-5.375326e-01,	-1.250813e-01,	-1.705018e-01,	7.555469e-01,	-7.004054e-02,	1.607536e-01,	-6.955422e-01,	-2.949407e-01,	1.707126e-01,	-3.364813e-01,	4.242846e-02,	1.201331e-01
9.384000e+00,	2.282212e-01,	-6.792630e-02,	5.809289e-01,	4.005751e-04,	3.388388e-01,	1.272218e-01,	7.667821e-01,	6.819593e-02,	-1.614783e-01,	-5.370013e-01,	-1.248252e-01,	-1.708528e-01,	7.552975e-01,	-7.026788e-02,	1.607729e-01,	-6.953960e-01,	-2.948610e-01,	1.710782e-01,	-3.362550e-01,	4.258377e-02,	1.200686e-01
9.385000e+00,	2.282013e-01,	-6.809777e-02,	5.809346e-01,	6.068284e-04,	3.386321e-01,	1.271433e-01,	7.663254e-01,	6.844217e-02,	-1.614800e-01,	-5.364715e-01,	-1.245683e-01,	-1.712017e-01,	7.550485e-01,	-7.049413e-02,	1.607920e-01,	-6.952498e-01,	-2.947798e-01,	1.714417e-01,	-3.360280e-01,	4.273788e-02,	1.200041e-01
9.386000e+00,	2.281822e-01,	-6.826890e-02,	5.809402e-01,	8.126141e-04,	3.384265e-01,	1.270651e-01,	7.658686e-01,	6.868807e-02,	-1.614814e-01,	-5.359421e-01,	-1.243132e-01,	-1.715498e-01,	7.547989e-01,	-7.072009e-02,	1.608109e-01,	-6.951031e-01,	-2.947000e-01,	1.718044e-01,	-3.358022e-01,	4.289179e-02,	1.199398e-01
9.387000e+00,	2.281633e-01,	-6.843993e-02,	5.809458e-01,	1.018232e-03,	3.382211e-01,	1.269868e-01,	7.654110e-01,	6.893397e-02,	-1.614825e-01,	-5.354122e-01,	-1.240584e-01,	-1.718977e-01,	7.545486e-01,	-7.094609e-02,	1.608297e-01,	-6.949559e-01,	-2.946204e-01,	1.721668e-01,	-3.355766e-01,	4.304557e-02,	1.198755e-01
9.388000e+00,	2.281435e-01,	-6.860995e-02,	5.809515e-01,	1.222730e-03,	3.380144e-01,	1.269084e-01,	7.649545e-01,	6.917874e-02,	-1.614833e-01,	-5.348837e-01,	-1.238025e-01,	-1.722434e-01,	7.542986e-01,	-7.117100e-02,	1.608481e-01,	-6.948087e-01,	-2.945390e-01,	1.725272e-01,	-3.353499e-01,	4.319810e-02,	1.198111e-01
9.389000e+00,	2.281244e-01,	-6.878061e-02,	5.809571e-01,	1.427898e-03,	3.378079e-01,	1.268300e-01,	7.644956e-01,	6.942452e-02,	-1.614840e-01,	-5.343530e-01,	-1.235469e-01,	-1.725904e-01,	7.540470e-01,	-7.139689e-02,	1.608666e-01,	-6.946604e-01,	-2.944587e-01,	1.728888e-01,	-3.351234e-01,	4.335130e-02,	1.197466e-01
9.390000e+00,	2.281055e-01,	-6.894954e-02,	5.809627e-01,	1.631029e-03,	3.376028e-01,	1.267521e-01,	7.640395e-01,	6.966807e-02,	-1.614842e-01,	-5.338259e-01,	-1.232935e-01,	-1.729338e-01,	7.537962e-01,	-7.162073e-02,	1.608846e-01,	-6.945124e-01,	-2.943787e-01,	1.732467e-01,	-3.348985e-01,	4.350288e-02,	1.196826e-01
9.391000e+00,	2.280858e-01,	-6.911888e-02,	5.809684e-01,	1.834656e-03,	3.373952e-01,	1.266736e-01,	7.635816e-01,	6.991242e-02,	-1.614843e-01,	-5.332967e-01,	-1.230374e-01,	-1.732781e-01,	7.535445e-01,	-7.184528e-02,	1.609025e-01,	-6.943638e-01,	-2.942967e-01,	1.736055e-01,	-3.346711e-01,	4.365450e-02,	1.196181e-01
9.392000e+00,	2.280667e-01,	-6.928737e-02,	5.809740e-01,	2.037248e-03,	3.371891e-01,	1.265956e-01,	7.631244e-01,	7.015574e-02,	-1.614841e-01,	-5.327690e-01,	-1.227832e-01,	-1.736205e-01,	7.532926e-01,	-7.206891e-02,	1.609202e-01,	-6.942148e-01,	-2.942159e-01,	1.739624e-01,	-3.344453e-01,	4.380543e-02,	1.195539e-01
9.393000e+00,	2.280478e-01,	-6.945559e-02,	5.809796e-01,	2.239475e-03,	3.369833e-01,	1.265176e-01,	7.626670e-01,	7.039883e-02,	-1.614836e-01,	-5.322414e-01,	-1.225296e-01,	-1.739623e-01,	7.530402e-01,	-7.229234e-02,	1.609377e-01,	-6.940654e-01,	-2.941354e-01,	1.743187e-01,	-3.342198e-01,	4.395608e-02,	1.194897e-01
9.394000e+00,	2.280290e-01,	-6.962275e-02,	5.809853e-01,	2.440439e-03,	3.367780e-01,	1.264399e-01,	7.622110e-01,	7.064061e-02,	-1.614828e-01,	-5.317158e-01,	-1.222771e-01,	-1.743019e-01,	7.527882e-01,	-7.251458e-02,	1.609549e-01,	-6.939161e-01,	-2.940550e-01,	1.746728e-01,	-3.339951e-01,	4.410567e-02,	1.194258e-01
9.395000e+00,	2.280102e-01,	-6.978956e-02,	5.809909e-01,	2.640959e-03,	3.365727e-01,	1.263622e-01,	7.617550e-01,	7.088206e-02,	-1.614818e-01,	-5.311905e-01,	-1.220247e-01,	-1.746407e-01,	7.525359e-01,	-7.273652e-02,	1.609720e-01,	-6.937665e-01,	-2.939745e-01,	1.750261e-01,	-3.337704e-01,	4.425486e-02,	1.193619e-01
9.396000e+00,	2.279914e-01,	-6.995625e-02,	5.809965e-01,	2.841320e-03,	3.363670e-01,	1.262845e-01,	7.612983e-01,	7.112353e-02,	-1.614805e-01,	-5.306647e-01,	-1.217721e-01,	-1.749792e-01,	7.522829e-01,	-7.295850e-02,	1.609889e-01,	-6.936164e-01,	-2.938939e-01,	1.753791e-01,	-3.335453e-01,	4.440385e-02,	1.192979e-01
9.397000e+00,	2.279726e-01,	-7.012291e-02,	5.810021e-01,	3.041620e-03,	3.361609e-01,	1.262066e-01,	7.608406e-01,	7.136514e-02,	-1.614790e-01,	-5.301380e-01,	-1.215193e-01,	-1.753176e-01,	7.520290e-01,	-7.318060e-02,	1.610056e-01,	-6.934657e-01,	-2.938130e-01,	1.757320e-01,	-3.333199e-01,	4.455271e-02,	1.192338e-01
9.398000e+00,	2.279539e-01,	-7.028859e-02,	5.810077e-01,	3.240764e-03,	3.359551e-01,	1.261290e-01,	7.603840e-01,	7.160557e-02,	-1.614772e-01,	-5.296131e-01,	-1.212672e-01,	-1.756540e-01,	7.517753e-01,	-7.340162e-02,	1.610221e-01,	-6.933148e-01,	-2.937320e-01,	1.760827e-01,	-3.330950e-01,	4.470059e-02,	1.191699e-01
9.399000e+00,	2.279351e-01,	-7.045394e-02,	5.810133e-01,	3.439501e-03,	3.357492e-01,	1.260513e-01,	7.599273e-01,	7.184571e-02,	-1.614751e-01,	-5.290883e-01,	-1.210152e-01,	-1.759897e-01,	7.515213e-01,	-7.362238e-02,	1.610384e-01,	-6.931636e-01,	-2.936508e-01,	1.764328e-01,	-3.328699e-01,	4.484807e-02,	1.191060e-01
9.400000e+00,	2.279163e-01,	-7.061822e-02,	5.810190e-01,	3.636961e-03,	3.355438e-01,	1.259740e-01,	7.594721e-01,	7.208451e-02,	-1.614728e-01,	-5.285656e-01,	-1.207642e-01,	-1.763231e-01,	7.512677e-01,	-7.384191e-02,	1.610544e-01,	-6.930125e-01,	-2.935696e-01,	1.767806e-01,	-3.326456e-01,	4.499447e-02,	1.190424e-01
9.401000e+00,	2.278975e-01,	-7.078311e-02,	5.810246e-01,	3.835102e-03,	3.353374e-01,	1.258963e-01,	7.590146e-01,	7.232436e-02,	-1.614702e-01,	-5.280405e-01,	-1.205121e-01,	-1.766577e-01,	7.510127e-01,	-7.406241e-02,	1.610704e-01,	-6.928606e-01,	-2.934881e-01,	1.771296e-01,	-3.324202e-01,	4.514135e-02,	1.189784e-01
9.402000e+00,	2.278797e-01,	-7.094626e-02,	5.810302e-01,	4.031136e-03,	3.351339e-01,	1.258195e-01,	7.585602e-01,	7.256185e-02,	-1.614674e-01,	-5.275197e-01,	-1.202638e-01,	-1.769887e-01,	7.507586e-01,	-7.428080e-02,	1.610859e-01,	-6.927089e-01,	-2.934086e-01,	1.774749e-01,	-3.321979e-01,	4.528679e-02,	1.189151e-01
9.403000e+00,	2.278612e-01,	-7.110981e-02,	5.810358e-01,	4.227635e-03,	3.349284e-01,	1.257422e-01,	7.581040e-01,	7.280013e-02,	-1.614643e-01,	-5.269969e-01,	-1.200134e-01,	-1.773204e-01,	7.505036e-01,	-7.449988e-02,	1.611014e-01,	-6.925567e-01,	-2.933276e-01,	1.778210e-01,	-3.319737e-01,	4.543233e-02,	1.188514e-01
9.404000e+00,	2.278425e-01,	-7.127253e-02,	5.810414e-01,	4.423159e-03,	3.347228e-01,	1.256650e-01,	7.576487e-01,	7.303743e-02,	-1.614610e-01,	-5.264754e-01,	-1.197631e-01,	-1.776505e-01,	7.502487e-01,	-7.471806e-02,	1.611167e-01,	-6.924044e-01,	-2.932461e-01,	1.781654e-01,	-3.317495e-01,	4.557696e-02,	1.187878e-01
9.405000e+00,	2.278247e-01,	-7.143488e-02,	5.810470e-01,	4.619975e-03,	3.345221e-01,	1.255897e-01,	7.572027e-01,	7.327022e-02,	-1.614579e-01,	-5.259651e-01,	-1.195193e-01,	-1.779796e-01,	7.499973e-01,	-7.493232e-02,	1.611318e-01,	-6.922523e-01,	-2.931658e-01,	1.785084e-01,	-3.315299e-01,	4.572409e-02,	1.187258e-01
9.406000e+00,	2.278063e-01,	-7.159731e-02,	5.810523e-01,	4.814908e-03,	3.343173e-01,	1.255127e-01,	7.567488e-01,	7.350725e-02,	-1.614544e-01,	-5.254454e-01,	-1.192703e-01,	-1.783090e-01,	7.497435e-01,	-7.515030e-02,	1.611470e-01,	-6.921012e-01,	-2.930852e-01,	1.788522e-01,	-3.313066e-01,	4.586834e-02,	1.186623e-01
9.407000e+00,	2.277885e-01,	-7.175859e-02,	5.810579e-01,	5.010359e-03,	3.341172e-01,	1.254376e-01,	7.563044e-01,	7.373880e-02,	-1.614510e-01,	-5.249374e-01,	-1.190276e-01,	-1.786359e-01,	7.494927e-01,	-7.536343e-02,	1.611618e-01,	-6.919495e-01,	-2.930052e-01,	1.791930e-01,	-3.310878e-01,	4.601433e-02,	1.186005e-01
9.408000e+00,	2.277701e-01,	-7.191962e-02,	5.810632e-01,	5.205382e-03,	3.339164e-01,	1.253624e-01,	7.558616e-01,	7.397006e-02,	-1.614475e-01,	-5.244311e-01,	-1.187842e-01,	-1.789623e-01,	7.492434e-01,	-7.557628e-02,	1.611766e-01,	-6.917991e-01,	-2.929242e-01,	1.795333e-01,	-3.308683e-01,	4.615980e-02,	1.185385e-01
9.409000e+00,	2.277523e-01,	-7.207957e-02,	5.810685e-01,	5.399034e-03,	3.337177e-01,	1.252879e-01,	7.554213e-01,	7.419984e-02,	-1.614439e-01,	-5.239280e-01,	-1.185436e-01,	-1.792865e-01,	7.489952e-01,	-7.578783e-02,	1.611913e-01,	-6.916494e-01,	-2.928449e-01,	1.798713e-01,	-3.306511e-01,	4.630439e-02,	1.184771e-01
9.410000e+00,	2.277338e-01,	-7.224014e-02,	5.810737e-01,	5.593401e-03,	3.335168e-01,	1.252128e-01,	7.549790e-01,	7.443071e-02,	-1.614401e-01,	-5.234226e-01,	-1.183005e-01,	-1.796120e-01,	7.487460e-01,	-7.600034e-02,	1.612059e-01,	-6.914993e-01,	-2.927639e-01,	1.802106e-01,	-3.304318e-01,	4.644928e-02,	1.184152e-01
9.411000e+00,	2.277160e-01,	-7.239987e-02,	5.810789e-01,	5.788526e-03,	3.333210e-01,	1.251396e-01,	7.545470e-01,	7.465636e-02,	-1.614366e-01,	-5.229296e-01,	-1.180640e-01,	-1.799356e-01,	7.485009e-01,	-7.620828e-02,	1.612203e-01,	-6.913497e-01,	-2.926840e-01,	1.805477e-01,	-3.302172e-01,	4.659619e-02,	1.183549e-01
9.412000e+00,	2.276985e-01,	-7.255845e-02,	5.810840e-01,	5.982092e-03,	3.331272e-01,	1.250671e-01,	7.541197e-01,	7.488033e-02,	-1.614332e-01,	-5.224418e-01,	-1.178302e-01,	-1.802569e-01,	7.482589e-01,	-7.641469e-02,	1.612347e-01,	-6.912025e-01,	-2.926054e-01,	1.808823e-01,	-3.300050e-01,	4.674204e-02,	1.182952e-01
9.413000e+00,	2.276799e-01,	-7.271754e-02,	5.810889e-01,	6.178019e-03,	3.329348e-01,	1.249957e-01,	7.537006e-01,	7.510105e-02,	-1.614302e-01,	-5.219632e-01,	-1.175983e-01,	-1.805791e-01,	7.480209e-01,	-7.661827e-02,	1.612493e-01,	-6.910561e-01,	-2.925248e-01,	1.812177e-01,	-3.297937e-01,	4.689073e-02,	1.182363e-01
9.414000e+00,	2.276621e-01,	-7.287599e-02,	5.810935e-01,	6.371143e-03,	3.327415e-01,	1.249232e-01,	7.532757e-01,	7.532489e-02,	-1.614268e-01,	-5.214781e-01,	-1.173651e-01,	-1.809003e-01,	7.477812e-01,	-7.682460e-02,	1.612639e-01,	-6.909113e-01,	-2.924467e-01,	1.815522e-01,	-3.295820e-01,	4.703625e-02,	1.181766e-01
9.415000e+00,	2.276445e-01,	-7.303301e-02,	5.810983e-01,	6.566279e-03,	3.325557e-01,	1.248543e-01,	7.528708e-01,	7.553864e-02,	-1.614241e-01,	-5.210163e-01,	-1.171419e-01,	-1.812182e-01,	7.475495e-01,	-7.702199e-02,	1.612780e-01,	-6.907670e-01,	-2.923678e-01,	1.818826e-01,	-3.293773e-01,	4.718584e-02,	1.181199e-01
9.416000e+00,	2.276269e-01,	-7.319081e-02,	5.811027e-01,	6.760146e-03,	3.323675e-01,	1.247838e-01,	7.524586e-01,	7.575742e-02,	-1.614212e-01,	-5.205457e-01,	-1.169152e-01,	-1.815380e-01,	7.473163e-01,	-7.722390e-02,	1.612927e-01,	-6.906251e-01,	-2.922908e-01,	1.822154e-01,	-3.291705e-01,	4.733339e-02,	1.180618e-01
9.417000e+00,	2.276093e-01,	-7.334770e-02,	5.811072e-01,	6.954826e-03,	3.321827e-01,	1.247150e-01,	7.520562e-01,	7.597100e-02,	-1.614185e-01,	-5.200867e-01,	-1.166933e-01,	-1.818557e-01,	7.470869e-01,	-7.742117e-02,	1.613070e-01,	-6.904832e-01,	-2.922131e-01,	1.825457e-01,	-3.289670e-01,	4.748274e-02,	1.180052e-01
9.418000e+00,	2.275917e-01,	-7.350335e-02,	5.811114e-01,	7.149707e-03,	3.320031e-01,	1.246484e-01,	7.516677e-01,	7.617862e-02,	-1.614165e-01,	-5.196435e-01,	-1.164778e-01,	-1.821709e-01,	7.468646e-01,	-7.761316e-02,	1.613213e-01,	-6.903441e-01,	-2.921357e-01,	1.828730e-01,	-3.287684e-01,	4.763361e-02,	1.179504e-01
